,P1_lpo_loRa,P1_ratio_loRa,P1_conc_loRa,P2_lpo_loRa,P2_ratio_loRa,P2_conc_loRa,Temperature_loRa,Pressure_loRa,Humidity_loRa
1138,0,0.0,0.62,84357,0.56,292.05,25.84,98432,38
1486,0,0.0,0.62,197271,1.32,680.42,23.44,98340,41
1376,0,0.0,0.62,18349,0.12,64.18,23.87,98367,44
67,0,0.0,0.62,55690,0.37,193.21,18.12,98896,79
1924,0,0.0,0.62,0,0.0,0.62,21.3,98148,47
572,0,0.0,0.62,104239,0.69,360.52,28.24,98791,27
706,0,0.0,0.62,0,0.0,0.62,29.28,98783,26
720,0,0.0,0.62,0,0.0,0.62,28.98,98785,29
1544,0,0.0,0.62,46587,0.31,161.79,23.23,98303,40
1385,233956,1.56,806.6,370287,2.47,1277.67,23.66,98367,45
1467,0,0.0,0.62,71435,0.48,247.52,23.6,98344,42
1052,0,0.0,0.62,39574,0.26,137.57,32.33,98420,23
1006,0,0.0,0.62,72330,0.48,250.6,32.57,98431,22
949,0,0.0,0.62,0,0.0,0.62,31.78,98501,21
1674,0,0.0,0.62,77488,0.52,268.38,22.28,98212,43
1694,0,0.0,0.62,0,0.0,0.62,22.32,98202,43
1647,0,0.0,0.62,28174,0.19,98.16,22.73,98243,42
1010,149621,1.0,516.62,415879,2.77,1436.57,32.38,98433,23
973,0,0.0,0.62,0,0.0,0.62,33.15,98452,22
479,0,0.0,0.62,32470,0.22,113.02,27.6,98791,37
936,0,0.0,0.62,0,0.0,0.62,31.82,98505,21
654,0,0.0,0.62,0,0.0,0.62,28.98,98779,28
1797,0,0.0,0.62,0,0.0,0.62,21.78,98166,46
2058,73639,0.49,255.12,162046,1.08,559.33,20.69,98121,52
1721,0,0.0,0.62,115500,0.77,399.27,22.55,98186,43
1320,0,0.0,0.62,0,0.0,0.62,24.28,98409,43
774,0,0.0,0.62,23386,0.16,81.6,26.34,98815,33
567,122421,0.82,423.08,350254,2.34,1208.12,28.12,98777,27
733,0,0.0,0.62,0,0.0,0.62,28.56,98788,29
694,0,0.0,0.62,0,0.0,0.62,29.02,98787,26
2032,0,0.0,0.62,0,0.0,0.62,20.74,98126,51
261,0,0.0,0.62,138697,0.92,479.06,17.18,98906,85
1861,0,0.0,0.62,0,0.0,0.62,21.5,98148,46
1285,0,0.0,0.62,19215,0.13,67.17,24.17,98423,43
240,68351,0.46,236.89,364442,2.43,1257.36,17.25,98908,85
1078,0,0.0,0.62,182683,1.22,630.27,26.38,98437,35
869,6133,0.04,21.87,437614,2.92,1512.65,24.52,98949,38
736,73987,0.49,256.32,137292,0.92,474.23,27.54,98792,30
1058,0,0.0,0.62,109280,0.73,377.87,26.8,98426,34
1128,19363,0.13,67.68,205620,1.37,709.13,26.16,98445,37
585,0,0.0,0.62,53654,0.36,186.18,28.8,98780,27
365,55177,0.37,191.44,176115,1.17,607.69,17.3,98932,82
1948,0,0.0,0.62,0,0.0,0.62,21.03,98156,48
1286,0,0.0,0.62,122790,0.82,424.35,24.14,98424,43
1613,0,0.0,0.62,109937,0.73,380.13,22.65,98275,42
782,0,0.0,0.62,0,0.0,0.62,26.21,98814,33
819,0,0.0,0.62,0,0.0,0.62,25.72,98856,34
1784,0,0.0,0.62,5130,0.03,18.4,21.88,98160,45
71,0,0.0,0.62,31813,0.21,110.74,18.25,98907,79
1823,0,0.0,0.62,0,0.0,0.62,21.95,98152,46
259,0,0.0,0.62,69715,0.46,241.59,17.19,98903,85
51,0,0.0,0.62,102734,0.68,355.34,18.34,98885,77
198,228917,1.53,789.26,726858,4.85,2556.33,17.81,98889,82
670,0,0.0,0.62,8180,0.05,28.97,28.77,98778,28
692,0,0.0,0.62,0,0.0,0.62,29.03,98785,26
332,241839,1.61,833.73,747723,4.98,2634.55,17.22,98915,84
1808,0,0.0,0.62,162827,1.09,562.02,21.89,98156,46
630,0,0.0,0.62,33515,0.22,116.63,29.4,98777,27
1645,0,0.0,0.62,105430,0.7,364.62,22.73,98248,42
1169,0,0.0,0.62,77531,0.52,268.53,25.43,98431,39
1947,0,0.0,0.62,34063,0.23,118.52,21.0,98155,48
584,0,0.0,0.62,0,0.0,0.62,28.76,98773,25
1610,0,0.0,0.62,181367,1.21,625.75,22.71,98280,42
942,127651,0.85,441.07,216102,1.44,745.18,31.79,98500,21
744,0,0.0,0.62,0,0.0,0.62,27.17,98794,31
426,0,0.0,0.62,1565434,10.44,6263.91,26.84,98894,42
1007,0,0.0,0.62,0,0.0,0.62,32.4,98433,23
494,0,0.0,0.62,0,0.0,0.62,27.55,98796,35
1709,0,0.0,0.62,281981,1.88,972.03,22.34,98193,44
1473,0,0.0,0.62,56309,0.38,195.35,23.57,98340,41
1120,0,0.0,0.62,16873,0.11,59.07,26.25,98448,36
343,112215,0.75,387.97,580745,3.87,2020.75,17.23,98923,84
701,0,0.0,0.62,0,0.0,0.62,29.28,98786,26
767,161862,1.08,558.7,226293,1.51,780.23,26.43,98809,33
398,0,0.0,0.62,383922,2.56,1325.1,17.21,98934,82
1009,0,0.0,0.62,0,0.0,0.62,32.28,98431,23
462,0,0.0,0.62,137933,0.92,476.43,27.69,98870,39
436,0,0.0,0.62,3136,0.02,11.49,27.2,98892,44
192,0,0.0,0.62,220264,1.47,759.49,17.92,98894,81
1491,0,0.0,0.62,77032,0.51,266.81,23.33,98345,41
1988,0,0.0,0.62,60304,0.4,209.13,20.88,98133,49
292,92802,0.62,321.14,444342,2.96,1536.25,17.13,98909,84
445,0,0.0,0.62,126359,0.84,436.63,27.56,98882,41
1419,0,0.0,0.62,956,0.01,3.93,23.59,98349,43
859,169143,1.13,583.73,231473,1.54,798.05,24.65,98932,37
807,0,0.0,0.62,65700,0.44,227.74,25.97,98844,34
1614,0,0.0,0.62,103477,0.69,357.89,22.65,98277,42
999,0,0.0,0.62,97074,0.65,335.85,32.91,98439,22
141,155327,1.04,536.23,408356,2.72,1410.29,18.42,98921,79
1198,275010,1.83,947.99,404778,2.7,1397.79,25.18,98426,41
2,86608,0.58,299.81,332245,2.21,1145.71,20.31,98869,68
979,0,0.0,0.62,114673,0.76,396.42,33.54,98444,21
591,0,0.0,0.62,0,0.0,0.62,28.96,98775,25
1944,0,0.0,0.62,40714,0.27,141.5,21.05,98153,48
1481,272372,1.82,938.9,656757,4.38,2296.86,23.42,98344,41
339,0,0.0,0.62,61580,0.41,213.53,17.25,98917,84
674,0,0.0,0.62,41442,0.28,144.02,28.86,98784,28
408,29647,0.2,103.26,206675,1.38,712.76,26.37,98906,46
1621,0,0.0,0.62,70460,0.47,244.16,22.65,98267,43
265,205857,1.37,709.94,654645,4.36,2289.12,17.18,98908,84
376,0,0.0,0.62,385929,2.57,1332.09,17.26,98934,83
1370,0,0.0,0.62,0,0.0,0.62,23.85,98372,44
439,0,0.0,0.62,0,0.0,0.62,27.28,98904,42
271,0,0.0,0.62,389993,2.6,1346.24,17.17,98909,84
244,0,0.0,0.62,321705,2.14,1109.24,17.23,98910,85
581,0,0.0,0.62,0,0.0,0.62,28.55,98770,26
1858,0,0.0,0.62,1895,0.01,7.19,21.55,98145,46
1743,0,0.0,0.62,0,0.0,0.62,22.34,98181,44
1869,0,0.0,0.62,14346,0.1,50.32,21.31,98142,47
415,0,0.0,0.62,0,0.0,0.62,26.62,98894,45
273,157235,1.05,542.79,374859,2.5,1293.57,17.2,98912,84
2035,0,0.0,0.62,0,0.0,0.62,20.74,98129,51
250,0,0.0,0.62,179468,1.2,619.22,17.22,98904,85
413,0,0.0,0.62,0,0.0,0.62,26.44,98904,45
1356,0,0.0,0.62,0,0.0,0.62,24.07,98372,44
310,120432,0.8,416.24,336326,2.24,1159.85,17.19,98912,85
607,101976,0.68,352.73,248176,1.65,855.54,29.61,98771,25
2060,0,0.0,0.62,0,0.0,0.62,20.7,98123,52
425,723931,4.83,2545.39,954095,6.36,3437.48,26.79,98895,43
1949,0,0.0,0.62,44959,0.3,156.17,21.02,98153,48
1617,30372,0.2,105.76,164347,1.1,567.24,22.67,98272,42
1196,0,0.0,0.62,83928,0.56,290.57,25.19,98426,40
1406,0,0.0,0.62,226097,1.51,779.56,23.73,98363,44
1100,0,0.0,0.62,103615,0.69,358.37,26.49,98447,35
1501,0,0.0,0.62,49974,0.33,173.48,23.27,98335,41
583,0,0.0,0.62,0,0.0,0.62,28.7,98774,26
526,0,0.0,0.62,0,0.0,0.62,27.78,98771,32
1332,0,0.0,0.62,127345,0.85,440.02,24.18,98395,44
787,0,0.0,0.62,0,0.0,0.62,26.18,98818,34
182,0,0.0,0.62,167453,1.12,577.92,18.06,98895,81
170,0,0.0,0.62,182675,1.22,630.24,18.16,98903,80
1803,0,0.0,0.62,2003,0.01,7.56,21.89,98157,46
1121,1871,0.01,7.11,118573,0.79,409.84,26.29,98446,36
1951,0,0.0,0.62,33892,0.23,117.93,21.04,98154,48
1713,0,0.0,0.62,0,0.0,0.62,22.41,98189,44
909,0,0.0,0.62,0,0.0,0.62,24.19,98954,38
679,0,0.0,0.62,267341,1.78,921.56,28.73,98785,27
272,0,0.0,0.62,194467,1.3,670.78,17.2,98913,84
1608,52707,0.35,182.92,121700,0.81,420.6,22.7,98277,42
1359,0,0.0,0.62,61789,0.41,214.25,24.12,98371,44
964,0,0.0,0.62,188829,1.26,651.4,32.87,98456,21
371,51807,0.35,179.81,321045,2.14,1106.95,17.29,98938,82
222,0,0.0,0.62,315277,2.1,1087.01,17.86,98893,82
765,0,0.0,0.62,0,0.0,0.62,26.49,98808,33
596,0,0.0,0.62,0,0.0,0.62,29.17,98766,27
1244,3197,0.02,11.7,409437,2.73,1414.06,24.95,98430,42
518,0,0.0,0.62,0,0.0,0.62,27.66,98776,33
334,0,0.0,0.62,205178,1.37,707.61,17.22,98916,84
1342,39299,0.26,136.62,270097,1.8,931.06,24.23,98386,44
1211,0,0.0,0.62,0,0.0,0.62,24.92,98430,41
1094,0,0.0,0.62,43048,0.29,149.57,26.44,98444,35
1080,98276,0.66,339.99,213138,1.42,734.98,26.51,98436,35
15,0,0.0,0.62,119459,0.8,412.89,19.22,98868,73
721,0,0.0,0.62,0,0.0,0.62,28.88,98788,28
1987,0,0.0,0.62,0,0.0,0.62,20.9,98133,49
1883,0,0.0,0.62,0,0.0,0.62,21.29,98142,46
1749,0,0.0,0.62,0,0.0,0.62,22.32,98179,44
570,0,0.0,0.62,0,0.0,0.62,28.18,98777,26
1711,0,0.0,0.62,38395,0.26,133.49,22.35,98189,44
965,0,0.0,0.62,0,0.0,0.62,32.88,98452,21
465,0,0.0,0.62,0,0.0,0.62,27.5,98863,40
817,0,0.0,0.62,0,0.0,0.62,25.75,98854,34
199,0,0.0,0.62,295516,1.97,1018.74,17.77,98884,82
1302,0,0.0,0.62,75654,0.5,262.06,24.32,98410,43
1436,0,0.0,0.62,65688,0.44,227.7,23.48,98339,43
1176,0,0.0,0.62,154419,1.03,533.11,25.53,98436,39
1903,0,0.0,0.62,1430,0.01,5.58,21.27,98141,46
904,0,0.0,0.62,191278,1.28,659.82,24.24,98957,38
771,0,0.0,0.62,0,0.0,0.62,26.38,98813,33
1454,0,0.0,0.62,72534,0.48,251.31,23.66,98352,41
1469,0,0.0,0.62,58231,0.39,201.98,23.64,98336,41
1832,0,0.0,0.62,20613,0.14,72.01,21.73,98154,46
712,43314,0.29,150.48,182151,1.21,628.44,29.31,98790,29
727,0,0.0,0.62,93876,0.63,324.84,28.52,98787,28
43,5588,0.04,19.99,199116,1.33,686.77,18.54,98876,76
274,0,0.0,0.62,240030,1.6,827.5,17.2,98911,84
1523,0,0.0,0.62,150480,1.0,519.57,23.13,98316,40
101,0,0.0,0.62,172371,1.15,594.82,18.92,98916,77
930,0,0.0,0.62,799225,5.33,2829.78,32.09,98513,21
1554,0,0.0,0.62,22217,0.15,77.56,23.23,98293,40
1105,0,0.0,0.62,85500,0.57,295.99,26.34,98453,36
107,36735,0.24,127.76,109221,0.73,377.66,18.7,98916,77
1268,0,0.0,0.62,30042,0.2,104.62,24.8,98428,42
497,0,0.0,0.62,0,0.0,0.62,27.61,98800,36
2053,0,0.0,0.62,0,0.0,0.62,20.73,98122,52
943,0,0.0,0.62,0,0.0,0.62,31.83,98504,21
1853,0,0.0,0.62,0,0.0,0.62,21.54,98144,46
829,0,0.0,0.62,0,0.0,0.62,25.17,98919,36
1151,0,0.0,0.62,225414,1.5,777.21,25.62,98427,39
1615,26279,0.18,91.61,131769,0.88,455.23,22.71,98276,42
1540,57672,0.38,200.05,158863,1.06,548.39,23.21,98309,40
1453,0,0.0,0.62,6113,0.04,21.81,23.68,98347,42
72,0,0.0,0.62,42893,0.29,149.03,18.29,98913,79
1273,0,0.0,0.62,0,0.0,0.62,24.43,98423,43
1814,0,0.0,0.62,57804,0.39,200.51,21.88,98149,46
1517,0,0.0,0.62,68649,0.46,237.91,23.22,98320,40
1210,0,0.0,0.62,85913,0.57,297.41,24.97,98428,41
481,0,0.0,0.62,0,0.0,0.62,27.62,98792,36
1111,0,0.0,0.62,16813,0.11,58.86,26.48,98451,36
506,0,0.0,0.62,81562,0.54,282.42,27.48,98790,35
1960,211538,1.41,729.48,293291,1.96,1011.06,20.78,98140,48
818,0,0.0,0.62,0,0.0,0.62,25.73,98856,34
2057,67153,0.45,232.75,197418,1.32,680.93,20.73,98121,52
786,0,0.0,0.62,137160,0.91,473.77,26.16,98819,33
705,139888,0.93,483.15,183491,1.22,633.05,29.27,98782,26
921,0,0.0,0.62,0,0.0,0.62,22.43,98945,39
311,70457,0.47,244.15,454942,3.03,1573.49,17.2,98908,85
1000,0,0.0,0.62,119623,0.8,413.45,32.88,98440,22
405,0,0.0,0.62,313981,2.09,1082.53,17.26,98946,82
865,0,0.0,0.62,0,0.0,0.62,24.55,98940,37
1888,0,0.0,0.62,182551,1.22,629.82,21.29,98144,46
1350,0,0.0,0.62,0,0.0,0.62,24.19,98379,44
309,0,0.0,0.62,398944,2.66,1377.44,17.19,98911,85
226,0,0.0,0.62,234702,1.56,809.16,17.77,98897,83
1763,0,0.0,0.62,128828,0.86,445.12,22.14,98171,45
889,0,0.0,0.62,0,0.0,0.62,24.35,98946,38
1587,0,0.0,0.62,0,0.0,0.62,22.82,98278,42
1107,181323,1.21,625.6,230171,1.53,793.57,26.49,98453,36
1160,0,0.0,0.62,95001,0.63,328.71,25.44,98429,39
148,97711,0.65,338.04,414320,2.76,1431.12,18.38,98923,79
1816,0,0.0,0.62,0,0.0,0.62,21.94,98154,46
1457,294367,1.96,1014.77,465002,3.1,1608.88,23.68,98351,41
888,0,0.0,0.62,0,0.0,0.62,24.36,98946,38
879,86921,0.58,300.88,204265,1.36,704.47,24.39,98945,38
893,0,0.0,0.62,0,0.0,0.62,24.31,98955,38
575,27302,0.18,95.15,120002,0.8,414.76,28.35,98788,27
557,52517,0.35,182.26,160922,1.07,555.47,27.86,98771,29
1531,0,0.0,0.62,19004,0.13,66.44,23.23,98309,40
741,0,0.0,0.62,83898,0.56,290.47,27.27,98794,31
1200,0,0.0,0.62,476,0.0,2.27,25.01,98426,41
1849,0,0.0,0.62,23816,0.16,83.09,21.54,98144,46
1206,0,0.0,0.62,7681,0.05,27.24,24.96,98430,41
950,0,0.0,0.62,0,0.0,0.62,32.87,98453,20
1023,0,0.0,0.62,20674,0.14,72.22,32.01,98424,23
941,0,0.0,0.62,0,0.0,0.62,31.73,98501,21
286,84106,0.56,291.19,158153,1.05,545.95,17.13,98911,84
1664,0,0.0,0.62,126393,0.84,436.74,22.32,98217,43
1785,0,0.0,0.62,89852,0.6,310.98,21.95,98167,45
628,0,0.0,0.62,112003,0.75,387.24,29.52,98776,27
598,0,0.0,0.62,163634,1.09,564.79,29.32,98774,26
1973,0,0.0,0.62,112014,0.75,387.27,20.87,98142,49
1466,0,0.0,0.62,189793,1.27,654.71,23.67,98343,42
1697,0,0.0,0.62,53576,0.36,185.92,22.32,98194,43
1646,132666,0.88,458.32,189236,1.26,652.8,22.7,98248,42
2037,0,0.0,0.62,0,0.0,0.62,20.78,98129,51
1360,0,0.0,0.62,85602,0.57,296.34,24.07,98368,44
1512,0,0.0,0.62,0,0.0,0.62,23.17,98330,40
966,0,0.0,0.62,43072,0.29,149.65,32.92,98449,21
862,28694,0.19,99.96,202305,1.35,697.73,24.63,98936,37
1301,0,0.0,0.62,33667,0.22,117.15,24.21,98408,43
1653,0,0.0,0.62,64335,0.43,223.04,22.62,98240,42
609,0,0.0,0.62,0,0.0,0.62,29.68,98767,26
1936,0,0.0,0.62,0,0.0,0.62,21.14,98154,47
849,0,0.0,0.62,0,0.0,0.62,24.84,98927,37
1999,0,0.0,0.62,0,0.0,0.62,20.89,98135,49
887,0,0.0,0.62,0,0.0,0.62,24.39,98948,38
1871,170975,1.14,590.03,221935,1.48,765.24,21.37,98143,46
493,0,0.0,0.62,33263,0.22,115.76,27.55,98798,34
1536,0,0.0,0.62,64246,0.43,222.73,23.27,98307,40
277,0,0.0,0.62,145777,0.97,503.4,17.17,98909,84
1920,0,0.0,0.62,0,0.0,0.62,21.32,98149,47
358,0,0.0,0.62,167051,1.11,576.54,17.25,98915,83
1344,167552,1.12,578.26,241588,1.61,832.86,24.22,98388,44
236,0,0.0,0.62,74799,0.5,259.11,17.31,98902,85
551,0,0.0,0.62,39805,0.27,138.36,27.87,98781,31
1941,0,0.0,0.62,48986,0.33,170.07,21.05,98156,48
1657,0,0.0,0.62,81598,0.54,282.55,22.5,98225,43
208,137977,0.92,476.58,424872,2.83,1468.02,17.61,98880,83
1459,174340,1.16,601.59,278414,1.86,959.73,23.62,98346,41
1619,0,0.0,0.62,97721,0.65,338.08,22.64,98268,43
58,48299,0.32,167.7,549792,3.67,1909.68,18.17,98888,79
631,0,0.0,0.62,119583,0.8,413.32,29.37,98777,28
1852,0,0.0,0.62,0,0.0,0.62,21.55,98141,46
1933,0,0.0,0.62,11607,0.08,40.84,21.13,98152,47
2031,0,0.0,0.62,54409,0.36,188.79,20.83,98131,50
363,0,0.0,0.62,88255,0.59,305.48,17.28,98928,83
505,47048,0.31,163.38,95508,0.64,330.46,27.49,98789,34
1640,0,0.0,0.62,0,0.0,0.62,22.73,98248,42
1298,0,0.0,0.62,57739,0.38,200.28,24.18,98413,44
1747,0,0.0,0.62,0,0.0,0.62,22.3,98178,44
1262,0,0.0,0.62,0,0.0,0.62,24.85,98433,42
1550,0,0.0,0.62,0,0.0,0.62,23.3,98302,40
1041,0,0.0,0.62,60816,0.41,210.9,32.43,98423,22
1893,0,0.0,0.62,0,0.0,0.62,21.27,98146,46
118,0,0.0,0.62,413406,2.76,1427.92,18.09,98914,80
1518,0,0.0,0.62,178742,1.19,616.72,23.24,98319,40
1053,0,0.0,0.62,14055,0.09,49.31,32.29,98420,23
522,0,0.0,0.62,68888,0.46,238.74,27.71,98773,31
513,0,0.0,0.62,0,0.0,0.62,27.56,98786,33
81,0,0.0,0.62,175093,1.17,604.18,18.44,98911,79
1629,0,0.0,0.62,318660,2.12,1098.7,22.67,98264,42
777,0,0.0,0.62,43451,0.29,150.96,26.31,98820,33
1061,346294,2.31,1194.39,452366,3.02,1564.43,26.6,98426,34
380,0,0.0,0.62,82663,0.55,286.22,17.27,98934,83
1915,0,0.0,0.62,0,0.0,0.62,21.24,98147,47
1753,0,0.0,0.62,0,0.0,0.62,22.23,98179,44
84,41609,0.28,144.6,176286,1.18,608.28,18.61,98914,78
1741,0,0.0,0.62,0,0.0,0.62,22.28,98182,44
672,0,0.0,0.62,0,0.0,0.62,28.8,98779,27
329,91790,0.61,317.65,426058,2.84,1472.17,17.16,98907,85
6,0,0.0,0.62,24115,0.16,84.13,19.92,98870,69
1472,0,0.0,0.62,17408,0.12,60.92,23.59,98340,41
857,0,0.0,0.62,0,0.0,0.62,24.69,98931,37
976,0,0.0,0.62,0,0.0,0.62,33.41,98450,21
1546,0,0.0,0.62,5753,0.04,20.56,23.26,98301,40
451,0,0.0,0.62,888786,5.93,3177.16,27.48,98878,39
490,0,0.0,0.62,149003,0.99,514.49,27.59,98791,36
1651,123888,0.83,428.13,174810,1.17,603.21,22.74,98242,42
287,0,0.0,0.62,146628,0.98,506.33,17.12,98914,84
1835,64435,0.43,223.38,310980,2.07,1072.15,21.75,98146,46
87,126122,0.84,435.81,391311,2.61,1350.83,18.49,98918,78
1420,0,0.0,0.62,22385,0.15,78.14,23.56,98353,43
886,0,0.0,0.62,146066,0.97,504.39,24.37,98943,38
1103,0,0.0,0.62,280864,1.87,968.18,26.48,98447,35
1887,124065,0.83,428.73,177687,1.18,613.1,21.3,98146,46
1766,0,0.0,0.62,0,0.0,0.62,22.08,98164,45
974,0,0.0,0.62,0,0.0,0.62,33.22,98453,21
940,0,0.0,0.62,0,0.0,0.62,31.75,98499,22
982,196885,1.31,679.1,244454,1.63,842.73,33.64,98444,21
1131,0,0.0,0.62,62198,0.41,215.66,25.83,98442,37
1712,0,0.0,0.62,0,0.0,0.62,22.39,98191,44
327,0,0.0,0.62,14361,0.1,50.37,17.17,98907,85
442,82051,0.55,284.11,459814,3.07,1590.62,27.46,98885,42
1258,0,0.0,0.62,0,0.0,0.62,24.85,98434,42
1245,0,0.0,0.62,121261,0.81,419.09,24.99,98422,42
986,18786,0.13,65.69,108930,0.73,376.66,33.69,98445,21
939,0,0.0,0.62,0,0.0,0.62,31.7,98502,21
177,0,0.0,0.62,190013,1.27,655.47,18.07,98894,81
1460,0,0.0,0.62,117583,0.78,406.44,23.57,98344,42
1290,0,0.0,0.62,220358,1.47,759.81,24.21,98419,43
86,0,0.0,0.62,212906,1.42,734.18,18.52,98914,78
1464,0,0.0,0.62,7093,0.05,25.2,23.65,98342,41
1975,0,0.0,0.62,133233,0.89,460.27,20.76,98143,49
457,0,0.0,0.62,0,0.0,0.62,27.71,98870,39
1900,0,0.0,0.62,45872,0.31,159.32,21.35,98138,46
54,0,0.0,0.62,83141,0.55,287.86,18.23,98892,78
1560,0,0.0,0.62,0,0.0,0.62,23.05,98291,41
643,0,0.0,0.62,0,0.0,0.62,29.07,98770,27
677,0,0.0,0.62,0,0.0,0.62,28.76,98782,27
221,0,0.0,0.62,97402,0.65,336.98,17.88,98891,82
113,261549,1.74,901.6,480797,3.21,1664.57,18.37,98919,79
1040,0,0.0,0.62,0,0.0,0.62,32.59,98423,22
1274,0,0.0,0.62,71773,0.48,248.68,24.45,98427,43
1124,57390,0.38,199.08,348986,2.33,1203.72,26.31,98449,36
174,150120,1.0,518.33,492367,3.28,1705.45,18.16,98895,80
832,0,0.0,0.62,0,0.0,0.62,25.16,98923,37
589,0,0.0,0.62,0,0.0,0.62,28.86,98773,26
1618,58960,0.39,204.49,124245,0.83,429.35,22.63,98270,42
18,0,0.0,0.62,92884,0.62,321.42,18.92,98858,74
423,0,0.0,0.62,59904,0.4,207.75,26.68,98901,42
1530,0,0.0,0.62,111894,0.75,386.86,23.26,98313,40
285,0,0.0,0.62,181616,1.21,626.6,17.12,98909,84
1642,0,0.0,0.62,8225,0.05,29.12,22.73,98248,42
428,0,0.0,0.62,1632293,10.88,6626.72,26.79,98900,42
1568,0,0.0,0.62,33697,0.22,117.26,22.97,98291,41
1384,136757,0.91,472.39,211537,1.41,729.48,23.65,98370,45
669,0,0.0,0.62,0,0.0,0.62,28.76,98771,27
31,0,0.0,0.62,264318,1.76,911.14,18.89,98861,75
1005,0,0.0,0.62,107049,0.71,370.19,32.55,98434,22
722,0,0.0,0.62,0,0.0,0.62,28.76,98786,28
1185,130551,0.87,451.04,282803,1.89,974.87,25.34,98435,40
214,49011,0.33,170.16,441255,2.94,1525.42,17.69,98883,83
1487,0,0.0,0.62,0,0.0,0.62,23.4,98339,41
1292,0,0.0,0.62,107820,0.72,372.84,24.13,98421,43
1627,109070,0.73,377.14,178052,1.19,614.35,22.6,98269,43
326,0,0.0,0.62,550756,3.67,1913.13,17.21,98906,85
560,0,0.0,0.62,0,0.0,0.62,27.89,98775,28
1157,0,0.0,0.62,172793,1.15,596.27,25.48,98432,39
700,0,0.0,0.62,0,0.0,0.62,29.23,98787,27
1854,0,0.0,0.62,52327,0.35,181.6,21.52,98144,46
1234,0,0.0,0.62,34636,0.23,120.5,25.03,98437,42
341,89414,0.6,309.47,278099,1.85,958.64,17.26,98920,84
629,0,0.0,0.62,12286,0.08,43.19,29.43,98772,27
147,0,0.0,0.62,0,0.0,0.62,18.36,98923,79
1242,0,0.0,0.62,205190,1.37,707.65,25.01,98434,42
360,0,0.0,0.62,108662,0.72,375.74,17.26,98920,82
83,0,0.0,0.62,370910,2.47,1279.84,18.57,98911,78
48,0,0.0,0.62,328911,2.19,1134.17,18.47,98889,77
468,0,0.0,0.62,0,0.0,0.62,27.42,98867,40
155,172137,1.15,594.02,441117,2.94,1524.94,18.25,98919,79
1693,15288,0.1,53.58,219310,1.46,756.21,22.33,98198,43
1073,0,0.0,0.62,0,0.0,0.62,26.3,98434,35
1375,0,0.0,0.62,169915,1.13,586.38,23.87,98358,44
1456,0,0.0,0.62,40194,0.27,139.71,23.71,98352,41
1794,0,0.0,0.62,29281,0.2,101.99,21.8,98165,46
1690,0,0.0,0.62,142622,0.95,492.55,22.33,98200,43
500,144737,0.96,499.83,197210,1.31,680.21,27.52,98795,35
1831,0,0.0,0.62,32290,0.22,112.39,21.82,98151,46
179,128712,0.86,444.72,481417,3.21,1666.76,18.04,98897,81
1089,81961,0.55,283.8,246954,1.65,851.34,26.57,98438,35
1822,0,0.0,0.62,0,0.0,0.62,21.98,98153,46
1044,0,0.0,0.62,139593,0.93,482.14,32.23,98419,23
938,0,0.0,0.62,0,0.0,0.62,31.75,98503,21
1280,0,0.0,0.62,82161,0.55,284.49,24.35,98416,43
1679,48454,0.32,168.23,123780,0.83,427.75,22.27,98197,43
528,0,0.0,0.62,0,0.0,0.62,27.88,98770,32
346,0,0.0,0.62,171943,1.15,593.35,17.22,98918,84
1441,0,0.0,0.62,0,0.0,0.62,23.48,98337,42
2038,0,0.0,0.62,34883,0.23,121.36,20.76,98128,51
1985,0,0.0,0.62,0,0.0,0.62,20.84,98138,49
385,0,0.0,0.62,122611,0.82,423.73,17.24,98926,83
1013,0,0.0,0.62,15200,0.1,53.28,32.42,98429,23
1057,0,0.0,0.62,148441,0.99,512.56,26.8,98424,33
601,0,0.0,0.62,0,0.0,0.62,29.48,98780,27
1091,0,0.0,0.62,35786,0.24,124.48,26.5,98439,35
243,7366,0.05,26.15,199903,1.33,689.47,17.23,98909,85
952,46430,0.31,161.25,163895,1.09,565.69,32.81,98454,21
802,0,0.0,0.62,0,0.0,0.62,26.11,98830,34
1110,0,0.0,0.62,118645,0.79,410.09,26.44,98450,36
1810,91823,0.61,317.77,305516,2.04,1053.27,21.96,98153,46
312,0,0.0,0.62,334527,2.23,1153.61,17.21,98907,85
435,0,0.0,0.62,0,0.0,0.62,27.05,98889,42
1974,0,0.0,0.62,0,0.0,0.62,20.8,98140,49
997,0,0.0,0.62,72052,0.48,249.65,33.0,98436,22
308,140414,0.94,484.96,661617,4.41,2314.69,17.2,98910,85
430,41852,0.28,145.43,1646356,10.98,6704.64,26.74,98897,41
660,0,0.0,0.62,19236,0.13,67.24,28.92,98787,28
370,179666,1.2,619.9,520397,3.47,1804.86,17.28,98936,83
566,0,0.0,0.62,34141,0.23,118.79,28.1,98775,27
1605,0,0.0,0.62,0,0.0,0.62,22.64,98279,42
1037,0,0.0,0.62,0,0.0,0.62,32.86,98426,22
824,0,0.0,0.62,0,0.0,0.62,25.67,98861,35
181,123219,0.82,425.82,371424,2.48,1281.62,18.01,98899,81
1623,0,0.0,0.62,132904,0.89,459.14,22.65,98264,42
621,193670,1.29,668.04,243012,1.62,837.77,29.66,98776,27
873,0,0.0,0.62,162255,1.08,560.05,24.43,98948,37
1237,20248,0.13,70.75,233758,1.56,805.92,24.97,98431,42
